#,date,signal_time,direction,setup,conviction,why_entered,underlying_at_entry,structure,option_type,long_strike,short_strike,debit_paid,max_loss,exit_reason,exit_time,settle_close,pnl_$,return_on_risk_%,result
60,2025-02-05,10:05,long,failed_a,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6010.88,bull call spread 6010/6035,call,6010.0,6035.0,9.8,980.0,hit +50% target,10:38,6061.28,510.0,52.0,WIN
61,2025-03-07,09:54,short,failed_a,3,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5768.46,bear put spread 5770/5745,put,5770.0,5745.0,10.6,1060.0,hit +50% target,10:32,5764.14,660.0,62.3,WIN
62,2025-04-11,09:47,short,failed_a,3,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5277.15,bear put spread 5275/5250,put,5275.0,5250.0,10.1,1010.0,hit -50% stop,10:01,5348.19,-760.0,-75.2,LOSS
63,2025-04-11,10:24,long,failed_a,1,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5216.08,bull call spread 5215/5240,call,5215.0,5240.0,13.9,1390.0,hit +50% target,12:33,5348.19,710.0,51.1,WIN
64,2025-04-15,10:13,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5450.45,bear put spread 5450/5425,put,5450.0,5425.0,9.4,940.0,hit +50% target,10:21,5398.82,660.0,70.2,WIN
65,2025-04-23,09:53,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5457.18,bear put spread 5455/5430,put,5455.0,5430.0,9.6,960.0,hit +50% target,11:21,5369.99,490.0,51.0,WIN
66,2025-04-30,09:59,long,failed_a,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5433.81,bull call spread 5435/5460,call,5435.0,5460.0,10.9,1090.0,hit +50% target,10:24,5556.28,550.0,50.5,WIN
67,2025-05-02,09:52,long,failed_a,2,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5646.21,bull call spread 5645/5670,call,5645.0,5670.0,12.0,1200.0,hit +50% target,10:29,5680.92,600.0,50.0,WIN
68,2025-05-02,10:30,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5677.54,bear put spread 5680/5655,put,5680.0,5655.0,8.0,800.0,hit -50% stop,12:14,5680.92,-400.0,-50.0,LOSS
69,2025-05-06,09:52,long,failed_a,2,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5587.4,bull call spread 5585/5610,call,5585.0,5610.0,11.1,1110.0,hit +50% target,10:19,5601.22,580.0,52.3,WIN
70,2025-05-07,11:14,long,failed_a,2,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5593.17,bull call spread 5595/5620,call,5595.0,5620.0,12.2,1220.0,hit +50% target,13:15,5623.5,620.0,50.8,WIN
71,2025-05-22,10:02,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5853.38,bear put spread 5855/5830,put,5855.0,5830.0,8.3,830.0,hit +50% target,10:38,5842.03,450.0,54.2,WIN
72,2025-05-23,11:35,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5797.67,bear put spread 5800/5775,put,5800.0,5775.0,8.8,880.0,hit -50% stop,13:18,5795.53,-485.0,-55.1,LOSS
73,2025-05-30,10:32,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5908.38,bear put spread 5910/5885,put,5910.0,5885.0,9.4,940.0,hit +50% target,11:41,5907.87,480.0,51.1,WIN
74,2025-06-04,10:09,long,failed_a_pivot,5,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",5965.32,bull call spread 5965/5990,call,5965.0,5990.0,10.3,1030.0,hit +50% target,10:28,5963.23,620.0,60.2,WIN
75,2025-06-05,09:58,long,failed_a,4,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",5950.15,bull call spread 5950/5975,call,5950.0,5975.0,10.9,1090.0,hit +50% target,10:43,5939.55,690.0,63.3,WIN
76,2025-06-05,11:58,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",5994.74,bear put spread 5995/5970,put,5995.0,5970.0,5.95,595.0,hit +50% target,12:18,5939.55,535.0,89.9,WIN
77,2025-06-13,11:53,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6024.43,bear put spread 6025/6000,put,6025.0,6000.0,7.9,790.0,hit +50% target,13:11,5978.65,420.0,53.2,WIN
78,2025-06-25,11:34,long,failed_a,4,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6088.69,bull call spread 6090/6115,call,6090.0,6115.0,8.15,815.0,hit -50% stop,13:41,6091.59,-455.0,-55.8,LOSS
79,2025-07-09,11:15,long,failed_a,4,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6234.44,bull call spread 6235/6260,call,6235.0,6260.0,8.1,810.0,hit +50% target,11:45,6261.65,410.0,50.6,WIN
80,2025-07-11,11:43,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6264.97,bear put spread 6265/6240,put,6265.0,6240.0,6.25,625.0,hit +50% target,12:06,6254.34,345.0,55.2,WIN
81,2025-07-14,11:42,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6267.7,bear put spread 6270/6245,put,6270.0,6245.0,7.95,795.0,hit -50% stop,13:33,6273.17,-410.0,-51.6,LOSS
82,2025-07-24,11:03,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6382.04,bear put spread 6380/6355,put,6380.0,6355.0,6.5,650.0,hit +50% target,12:13,6371.16,335.0,51.5,WIN
83,2025-08-13,11:10,long,failed_a,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6452.77,bull call spread 6455/6480,call,6455.0,6480.0,6.25,625.0,hit -50% stop,12:50,6468.71,-335.0,-53.6,LOSS
84,2025-08-21,10:18,short,failed_a_pivot,3,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",6389.54,bear put spread 6390/6365,put,6390.0,6365.0,7.8,780.0,hit +50% target,11:14,6371.53,480.0,61.5,WIN
85,2025-08-28,09:52,long,failed_a,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6468.57,bull call spread 6470/6495,call,6470.0,6495.0,10.1,1010.0,hit +50% target,11:17,6498.42,510.0,50.5,WIN
86,2025-09-04,11:54,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6482.57,bear put spread 6485/6460,put,6485.0,6460.0,9.65,965.0,hit -50% stop,13:52,6506.58,-530.0,-54.9,LOSS
87,2025-09-09,10:39,long,failed_a,4,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6485.3,bull call spread 6485/6510,call,6485.0,6510.0,8.55,855.0,hit +50% target,11:27,6511.45,490.0,57.3,WIN
88,2025-09-16,11:02,long,failed_a,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6605.37,bull call spread 6605/6630,call,6605.0,6630.0,6.2,620.0,hit +50% target,14:51,6608.73,335.0,54.0,WIN
89,2025-10-03,11:57,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6746.68,bear put spread 6745/6720,put,6745.0,6720.0,3.95,395.0,hit +50% target,13:02,6712.4,235.0,59.5,WIN
90,2025-10-16,10:44,short,failed_a,3,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6711.39,bear put spread 6710/6685,put,6710.0,6685.0,7.9,790.0,hit +50% target,11:26,6637.18,420.0,53.2,WIN
91,2025-10-23,09:52,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6728.77,bear put spread 6730/6705,put,6730.0,6705.0,7.5,750.0,hit +50% target,10:11,6741.72,410.0,54.7,WIN
92,2025-11-17,11:18,long,failed_a,1,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6700.4,bull call spread 6700/6725,call,6700.0,6725.0,9.9,990.0,hit +50% target,11:30,6679.17,570.0,57.6,WIN
93,2025-11-20,10:38,short,failed_a,3,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6769.59,bear put spread 6770/6745,put,6770.0,6745.0,7.4,740.0,hit +50% target,10:54,6538.51,430.0,58.1,WIN
94,2025-11-25,09:49,long,failed_a_pivot,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",6675.43,bull call spread 6675/6700,call,6675.0,6700.0,11.3,1130.0,hit +50% target,10:00,6763.45,580.0,51.3,WIN
95,2025-12-04,10:26,long,failed_a_pivot,4,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",6839.84,bull call spread 6840/6865,call,6840.0,6865.0,8.7,870.0,hit +50% target,10:36,6855.5,450.0,51.7,WIN
96,2025-12-09,11:20,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6871.39,bear put spread 6870/6845,put,6870.0,6845.0,8.1,810.0,hit +50% target,12:24,6848.45,410.0,50.6,WIN
97,2025-12-16,10:26,long,failed_a,1,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6779.78,bull call spread 6780/6805,call,6780.0,6805.0,10.3,1030.0,hit +50% target,10:56,6796.72,600.0,58.3,WIN
98,2025-12-23,11:52,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6898.08,bear put spread 6900/6875,put,6900.0,6875.0,4.5,450.0,hit -50% stop,13:09,6909.64,-225.0,-50.0,LOSS
99,2025-12-31,10:56,long,failed_a,2,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6866.98,bull call spread 6865/6890,call,6865.0,6890.0,10.7,1070.0,hit +50% target,13:42,6842.94,570.0,53.3,WIN
100,2026-02-19,10:04,short,failed_a,3,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6872.33,bear put spread 6870/6845,put,6870.0,6845.0,7.1,710.0,hit +50% target,10:30,6859.47,380.0,53.5,WIN
101,2026-03-09,10:12,long,failed_a,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6637.16,bull call spread 6635/6660,call,6635.0,6660.0,11.7,1170.0,hit +50% target,10:42,6797.6,600.0,51.3,WIN
102,2026-03-11,10:02,short,failed_a,3,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6812.31,bear put spread 6810/6785,put,6810.0,6785.0,9.2,920.0,hit +50% target,10:17,6780.09,460.0,50.0,WIN
103,2026-03-17,11:38,long,failed_a,1,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6717.66,bull call spread 6720/6745,call,6720.0,6745.0,8.95,895.0,hit -50% stop,14:57,6716.47,-450.0,-50.3,LOSS
104,2026-03-27,09:59,long,failed_a,1,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",6413.86,bull call spread 6415/6440,call,6415.0,6440.0,10.0,1000.0,hit +50% target,11:32,6361.11,510.0,51.0,WIN
105,2026-03-30,09:56,long,failed_a_pivot,2,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",6382.47,bull call spread 6380/6405,call,6380.0,6405.0,10.7,1070.0,hit +50% target,11:38,6341.88,540.0,50.5,WIN
106,2026-04-06,10:22,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",6611.06,bear put spread 6610/6585,put,6610.0,6585.0,8.3,830.0,hit +50% target,10:50,6614.33,460.0,55.4,WIN
107,2026-04-10,11:58,long,failed_a_pivot,4,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",6816.41,bull call spread 6815/6840,call,6815.0,6840.0,9.3,930.0,hit -50% stop,13:30,6813.52,-475.0,-51.1,LOSS
108,2026-04-15,11:29,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",7002.21,bear put spread 7000/6975,put,7000.0,6975.0,6.7,670.0,hit +50% target,12:42,7025.6,370.0,55.2,WIN
109,2026-04-16,09:56,long,failed_a_pivot,4,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",7012.63,bull call spread 7015/7040,call,7015.0,7040.0,8.8,880.0,hit +50% target,11:04,7039.85,450.0,51.1,WIN
110,2026-04-20,11:04,long,failed_a,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",7093.11,bull call spread 7095/7120,call,7095.0,7120.0,8.9,890.0,hit +50% target,14:24,7111.05,490.0,55.1,WIN
111,2026-04-22,10:21,short,failed_a,1,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",7126.28,bear put spread 7125/7100,put,7125.0,7100.0,6.6,660.0,hit +50% target,12:31,7133.86,370.0,56.1,WIN
112,2026-04-28,10:52,long,failed_a,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",7117.81,bull call spread 7120/7145,call,7120.0,7145.0,8.8,880.0,hit +50% target,11:02,7137.74,450.0,51.1,WIN
113,2026-05-21,09:56,short,failed_a_pivot,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down. The failed level sat on the prior-day pivot range (two signals agreeing -> higher conviction).",7418.66,bear put spread 7420/7395,put,7420.0,7395.0,10.4,1040.0,hit -50% stop,13:17,7449.24,-610.0,-58.7,LOSS
114,2026-06-09,09:50,short,failed_a,3,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",7479.39,bear put spread 7480/7455,put,7480.0,7455.0,8.3,830.0,hit +50% target,09:58,7383.93,540.0,65.1,WIN
115,2026-06-10,10:10,short,failed_a,2,"SPX broke ABOVE the A-trigger (a bullish breakout signal) then failed to hold it -> faded SHORT, betting the failed breakout reverses down.",7390.93,bear put spread 7390/7365,put,7390.0,7365.0,10.3,1030.0,hit +50% target,10:57,7270.18,540.0,52.4,WIN
116,2026-06-10,11:13,long,failed_a,1,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",7327.88,bull call spread 7330/7355,call,7330.0,7355.0,10.8,1080.0,hit -50% stop,13:11,7270.18,-540.0,-50.0,LOSS
117,2026-06-11,11:01,long,failed_a,1,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",7251.2,bull call spread 7250/7275,call,7250.0,7275.0,13.9,1390.0,hit +50% target,13:32,7375.4,710.0,51.1,WIN
118,2026-06-16,10:33,long,failed_a,2,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",7543.13,bull call spread 7545/7570,call,7545.0,7570.0,6.8,680.0,hit +50% target,10:42,7520.83,360.0,52.9,WIN
119,2026-06-17,10:48,long,failed_a,3,"SPX broke BELOW the A-trigger (a bearish breakout signal) then failed to hold it -> faded LONG, betting the failed breakdown snaps back up.",7495.23,bull call spread 7495/7520,call,7495.0,7520.0,11.9,1190.0,hit -50% stop,14:06,7421.72,-720.0,-60.5,LOSS
